Id,URL,Host,Path,Status,Status Code,Method,Content Type,Client Name,Client Address,Remote Address,Request Start Time,Request End Time,Request Duration (ms),Response Start Time,Response End Time,Response Duration (ms),Duration (ms),Time Complete,Request Body Size (bytes),Response Body Size (bytes),Compressed Request Size (bytes),Compressed Response Size (bytes),Comment,Server IP Address,Server Certificate - Common Name,Server Certificate - DNSs,GraphQL Query Name
2294,https://qt.gtimg.cn/q=sh513100,qt.gtimg.cn,/q=sh513100,Completed,200,GET,text/html; charset=GBK,WeChatAppEx Helper,127.0.0.1:49717,qt.gtimg.cn - ::1:7892,12:56:42.642,12:56:42.642,0,12:56:42.739,12:56:42.739,0,97,12:56:42.739,0,522,0,309,,qt.gtimg.cn - ::1:7892,Proxyman CA,qt.gtimg.cn,
2292,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=1.000905&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49335,push2delay.eastmoney.com - ::1:7892,12:56:42.640,12:56:42.640,0,12:56:42.738,12:56:42.738,0,98,12:56:42.738,0,294,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2291,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=0.399610&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49339,push2delay.eastmoney.com - ::1:7892,12:56:42.640,12:56:42.640,0,12:56:42.738,12:56:42.738,0,98,12:56:42.738,0,299,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2290,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=0.399006&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49336,push2delay.eastmoney.com - ::1:7892,12:56:42.629,12:56:42.629,0,12:56:42.645,12:56:42.645,0,16,12:56:42.645,0,301,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2289,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=1.000300&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49338,push2delay.eastmoney.com - ::1:7892,12:56:42.621,12:56:42.621,0,12:56:42.645,12:56:42.645,0,24,12:56:42.645,0,296,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2288,https://fund.eastmoney.com/pingzhongdata/012920.js,fund.eastmoney.com,/pingzhongdata/012920.js,Completed,200,GET,application/javascript,WeChatAppEx Helper,127.0.0.1:51141,fund.eastmoney.com - ::1:7892,12:56:42.620,12:56:42.620,0,12:56:42.738,12:56:42.739,0,119,12:56:42.739,0,173959,0,35381,,fund.eastmoney.com - ::1:7892,Proxyman CA,fund.eastmoney.com,
2287,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=100.KS11&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49711,push2delay.eastmoney.com - ::1:7892,12:56:42.620,12:56:42.620,0,12:56:42.645,12:56:42.645,0,25,12:56:42.645,0,285,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2286,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=100.N225&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49337,push2delay.eastmoney.com - ::1:7892,12:56:42.620,12:56:42.620,0,12:56:42.645,12:56:42.645,0,25,12:56:42.645,0,285,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2285,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=124.HSTECH&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49339,push2delay.eastmoney.com - ::1:7892,12:56:42.620,12:56:42.620,0,12:56:42.639,12:56:42.640,0,20,12:56:42.640,0,304,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2284,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=100.HSCEI&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49335,push2delay.eastmoney.com - ::1:7892,12:56:42.618,12:56:42.618,0,12:56:42.639,12:56:42.640,0,22,12:56:42.640,0,300,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2283,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=100.HSI&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49336,push2delay.eastmoney.com - ::1:7892,12:56:42.615,12:56:42.615,0,12:56:42.628,12:56:42.629,0,14,12:56:42.629,0,305,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2282,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=105.SPY&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,text/plain,WeChatAppEx Helper,127.0.0.1:49338,push2delay.eastmoney.com - ::1:7892,12:56:42.596,12:56:42.596,0,12:56:42.617,12:56:42.617,0,21,12:56:42.617,0,91,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2281,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=100.NDX&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49339,push2delay.eastmoney.com - ::1:7892,12:56:42.596,12:56:42.596,0,12:56:42.617,12:56:42.617,0,21,12:56:42.617,0,296,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2280,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=105.QQQ&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49335,push2delay.eastmoney.com - ::1:7892,12:56:42.596,12:56:42.596,0,12:56:42.617,12:56:42.617,0,21,12:56:42.617,0,306,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2279,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=103.YM00Y&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49337,push2delay.eastmoney.com - ::1:7892,12:56:42.596,12:56:42.596,0,12:56:42.619,12:56:42.619,0,22,12:56:42.619,0,296,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2278,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=103.ES00Y&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49336,push2delay.eastmoney.com - ::1:7892,12:56:42.596,12:56:42.596,0,12:56:42.614,12:56:42.614,0,18,12:56:42.614,0,289,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2277,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=103.NQ00Y&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49711,push2delay.eastmoney.com - ::1:7892,12:56:42.596,12:56:42.596,0,12:56:42.619,12:56:42.619,0,23,12:56:42.619,0,295,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2276,https://fund.eastmoney.com/pingzhongdata/012920.js,fund.eastmoney.com,/pingzhongdata/012920.js,Completed,200,GET,application/javascript,WeChatAppEx Helper,127.0.0.1:51155,fund.eastmoney.com - ::1:7892,12:56:42.596,12:56:42.596,0,12:56:42.619,12:56:42.620,1,24,12:56:42.620,0,173959,0,35381,,fund.eastmoney.com - ::1:7892,Proxyman CA,fund.eastmoney.com,
2275,https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=012920,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,Completed,200,GET,application/json; charset=utf-8,WeChatAppEx Helper,127.0.0.1:51140,fundmobapi.eastmoney.com - ::1:7892,12:56:42.596,12:56:42.596,0,12:56:42.619,12:56:42.619,0,24,12:56:42.619,0,1974,0,0,,fundmobapi.eastmoney.com - ::1:7892,Proxyman CA,fundmobapi.eastmoney.com,
2274,"https://push2delay.eastmoney.com/api/qt/ulist.np/get?&ut=fa5fd1943c7b386f172d6893dbfba10b&invt=2&fltt=2&secids=105.NVDA,105.AAPL,105.MSFT,105.AVGO,105.MU,105.AMD,105.INTC,105.AMAT,105.LRCX,105.CSCO&fields=f12,f13,f3",push2delay.eastmoney.com,/api/qt/ulist.np/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49711,push2delay.eastmoney.com - ::1:7892,12:56:42.560,12:56:42.560,0,12:56:42.582,12:56:42.582,0,22,12:56:42.582,0,459,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2273,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=133.USDCNH&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49336,push2delay.eastmoney.com - ::1:7892,12:56:42.516,12:56:42.516,0,12:56:42.532,12:56:42.532,0,15,12:56:42.532,0,292,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2272,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=100.TWII&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49711,push2delay.eastmoney.com - ::1:7892,12:56:42.515,12:56:42.515,0,12:56:42.542,12:56:42.542,0,28,12:56:42.542,0,307,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2271,https://qt.gtimg.cn/q=sz159605,qt.gtimg.cn,/q=sz159605,Completed,200,GET,text/html; charset=GBK,WeChatAppEx Helper,127.0.0.1:49717,qt.gtimg.cn - ::1:7892,12:56:42.514,12:56:42.515,0,12:56:42.558,12:56:42.558,0,44,12:56:42.558,0,521,0,309,,qt.gtimg.cn - ::1:7892,Proxyman CA,qt.gtimg.cn,
2269,https://qt.gtimg.cn/q=sh513050,qt.gtimg.cn,/q=sh513050,Completed,200,GET,text/html; charset=GBK,WeChatAppEx Helper,127.0.0.1:49716,qt.gtimg.cn - ::1:7892,12:56:42.510,12:56:42.510,0,12:56:42.552,12:56:42.552,0,42,12:56:42.552,0,553,0,334,,qt.gtimg.cn - ::1:7892,Proxyman CA,qt.gtimg.cn,
2270,https://qt.gtimg.cn/q=sz161128,qt.gtimg.cn,/q=sz161128,Completed,200,GET,text/html; charset=GBK,WeChatAppEx Helper,127.0.0.1:49719,qt.gtimg.cn - ::1:7892,12:56:42.510,12:56:42.511,0,12:56:42.558,12:56:42.558,0,48,12:56:42.558,0,470,0,286,,qt.gtimg.cn - ::1:7892,Proxyman CA,qt.gtimg.cn,
2268,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=1.000941&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49339,push2delay.eastmoney.com - ::1:7892,12:56:42.509,12:56:42.509,0,12:56:42.525,12:56:42.525,0,16,12:56:42.525,0,294,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2266,https://qt.gtimg.cn/q=sz159941,qt.gtimg.cn,/q=sz159941,Completed,200,GET,text/html; charset=GBK,WeChatAppEx Helper,127.0.0.1:50563,qt.gtimg.cn - ::1:7892,12:56:42.504,12:56:42.504,0,12:56:42.542,12:56:42.542,0,39,12:56:42.542,0,526,0,304,,qt.gtimg.cn - ::1:7892,Proxyman CA,qt.gtimg.cn,
2267,https://qt.gtimg.cn/q=sh513100,qt.gtimg.cn,/q=sh513100,Completed,200,GET,text/html; charset=GBK,WeChatAppEx Helper,127.0.0.1:49340,qt.gtimg.cn - ::1:7892,12:56:42.504,12:56:42.504,0,12:56:42.539,12:56:42.539,0,35,12:56:42.539,0,522,0,309,,qt.gtimg.cn - ::1:7892,Proxyman CA,qt.gtimg.cn,
2265,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=1.000905&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49335,push2delay.eastmoney.com - ::1:7892,12:56:42.502,12:56:42.502,0,12:56:42.522,12:56:42.522,0,20,12:56:42.522,0,294,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2263,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=0.399006&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49337,push2delay.eastmoney.com - ::1:7892,12:56:42.502,12:56:42.502,0,12:56:42.525,12:56:42.525,0,23,12:56:42.525,0,301,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2264,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=0.399610&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49336,push2delay.eastmoney.com - ::1:7892,12:56:42.502,12:56:42.502,0,12:56:42.515,12:56:42.515,0,13,12:56:42.515,0,299,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2262,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=1.000300&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49711,push2delay.eastmoney.com - ::1:7892,12:56:42.488,12:56:42.488,0,12:56:42.511,12:56:42.511,0,23,12:56:42.511,0,296,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2261,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=100.KS11&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49335,push2delay.eastmoney.com - ::1:7892,12:56:42.486,12:56:42.486,0,12:56:42.502,12:56:42.502,0,16,12:56:42.502,0,285,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2259,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=124.HSTECH&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49338,push2delay.eastmoney.com - ::1:7892,12:56:42.486,12:56:42.486,0,12:56:42.508,12:56:42.508,0,22,12:56:42.508,0,305,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2260,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=100.N225&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49339,push2delay.eastmoney.com - ::1:7892,12:56:42.486,12:56:42.486,0,12:56:42.508,12:56:42.508,0,22,12:56:42.508,0,285,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2258,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=100.HSCEI&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49336,push2delay.eastmoney.com - ::1:7892,12:56:42.483,12:56:42.483,0,12:56:42.501,12:56:42.501,0,18,12:56:42.501,0,300,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2257,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=100.HSI&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49337,push2delay.eastmoney.com - ::1:7892,12:56:42.478,12:56:42.478,0,12:56:42.501,12:56:42.501,0,23,12:56:42.501,0,305,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2256,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=105.SPY&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,text/plain,WeChatAppEx Helper,127.0.0.1:49336,push2delay.eastmoney.com - ::1:7892,12:56:42.466,12:56:42.466,0,12:56:42.482,12:56:42.482,0,16,12:56:42.482,0,91,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2255,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=105.QQQ&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49338,push2delay.eastmoney.com - ::1:7892,12:56:42.462,12:56:42.462,0,12:56:42.486,12:56:42.486,0,24,12:56:42.486,0,306,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2254,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=100.NDX&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49335,push2delay.eastmoney.com - ::1:7892,12:56:42.462,12:56:42.462,0,12:56:42.486,12:56:42.486,0,24,12:56:42.486,0,296,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2253,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=103.YM00Y&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49711,push2delay.eastmoney.com - ::1:7892,12:56:42.462,12:56:42.462,0,12:56:42.488,12:56:42.488,0,26,12:56:42.488,0,296,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2252,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=103.ES00Y&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49339,push2delay.eastmoney.com - ::1:7892,12:56:42.462,12:56:42.462,0,12:56:42.486,12:56:42.486,0,24,12:56:42.486,0,289,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2251,https://fund.eastmoney.com/pingzhongdata/161128.js,fund.eastmoney.com,/pingzhongdata/161128.js,Completed,200,GET,application/javascript,WeChatAppEx Helper,127.0.0.1:51155,fund.eastmoney.com - ::1:7892,12:56:42.461,12:56:42.462,0,12:56:42.488,12:56:42.512,24,51,12:56:42.512,0,363365,0,72958,,fund.eastmoney.com - ::1:7892,Proxyman CA,fund.eastmoney.com,
2250,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=103.NQ00Y&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49337,push2delay.eastmoney.com - ::1:7892,12:56:42.456,12:56:42.457,0,12:56:42.477,12:56:42.478,0,21,12:56:42.478,0,295,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2249,https://fundmobapi.eastmoney.com/FundMNewApi/FundMNInverstPosition?product=EFund&plat=Iphone&deviceid=efundlite&version=6.5.5&appType=ttjj&MobileKey=efundlite&FCODE=161128,fundmobapi.eastmoney.com,/FundMNewApi/FundMNInverstPosition,Completed,200,GET,application/json; charset=utf-8,WeChatAppEx Helper,127.0.0.1:51140,fundmobapi.eastmoney.com - ::1:7892,12:56:42.440,12:56:42.440,0,12:56:42.468,12:56:42.468,0,29,12:56:42.468,0,2094,0,0,,fundmobapi.eastmoney.com - ::1:7892,Proxyman CA,fundmobapi.eastmoney.com,
2248,https://fund.eastmoney.com/pingzhongdata/161128.js,fund.eastmoney.com,/pingzhongdata/161128.js,Completed,200,GET,application/javascript,WeChatAppEx Helper,127.0.0.1:51141,fund.eastmoney.com - ::1:7892,12:56:42.439,12:56:42.440,0,12:56:42.461,12:56:42.466,5,26,12:56:42.466,0,363365,0,72958,,fund.eastmoney.com - ::1:7892,Proxyman CA,fund.eastmoney.com,
2247,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=105.SPY&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,text/plain,WeChatAppEx Helper,127.0.0.1:49335,push2delay.eastmoney.com - ::1:7892,12:56:42.427,12:56:42.427,0,12:56:42.455,12:56:42.455,0,29,12:56:42.455,0,91,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2245,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=103.YM00Y&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49338,push2delay.eastmoney.com - ::1:7892,12:56:42.424,12:56:42.425,0,12:56:42.448,12:56:42.448,0,24,12:56:42.448,0,296,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2246,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=105.QQQ&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49337,push2delay.eastmoney.com - ::1:7892,12:56:42.424,12:56:42.425,0,12:56:42.456,12:56:42.456,0,31,12:56:42.456,0,306,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2244,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=103.ES00Y&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49339,push2delay.eastmoney.com - ::1:7892,12:56:42.424,12:56:42.424,0,12:56:42.455,12:56:42.455,0,31,12:56:42.455,0,289,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
2243,"https://push2delay.eastmoney.com/api/qt/stock/get?fltt=2&invt=2&secid=103.NQ00Y&fields=f43,f44,f45,f46,f47,f48,f50,f57,f58,f60,f86,f107,f152,f169,f170",push2delay.eastmoney.com,/api/qt/stock/get,Completed,200,GET,application/json; charset=UTF-8,WeChatAppEx Helper,127.0.0.1:49711,push2delay.eastmoney.com - ::1:7892,12:56:42.423,12:56:42.423,0,12:56:42.455,12:56:42.455,0,33,12:56:42.455,0,295,0,0,,push2delay.eastmoney.com - ::1:7892,Proxyman CA,push2delay.eastmoney.com,
